"Telemac Cellular Corp. v. Topp Telecom, Inc.",25-Apr-01,247 F.3d 1316,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I1a04932c79b111d99c4dbb2f0352441d/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a8d0872fd456043%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI1a04932c79b111d99c4dbb2f0352441d%26startIndex%3D1101%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=26c210012e80dba21f0d0520542dedbf&list=CUSTOMDIGEST&rank=1200&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F192001339709
"Electro Scientific Industries, Inc. v. General Scanning Inc.",18-Apr-01,247 F.3d 1341,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/Ibcec5bd079ad11d99c4dbb2f0352441d/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a93fa6dfd45887c%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIbcec5bd079ad11d99c4dbb2f0352441d%26startIndex%3D3401%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=3c26f8b014734e3e4189b86c9aa0c090&list=CUSTOMDIGEST&rank=3403&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F182001321846
"Robotic Vision Systems, Inc. v. View Engineering, Inc.",07-May-01,249 F.3d 1307,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I79e2cfad79b111d9bf29e2067ad74e5b/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a8d0872fd456043%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI79e2cfad79b111d9bf29e2067ad74e5b%26startIndex%3D1901%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=26c210012e80dba21f0d0520542dedbf&list=CUSTOMDIGEST&rank=1992&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F42001386257
Credle v. Bond,03-Jun-94,25 F.3d 1566,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I387d80c9970511d993e6d35cc61aab4a/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a9d6359fd45c6ee%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI387d80c9970511d993e6d35cc61aab4a%26startIndex%3D401%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=a8164462241e34f1d8140ef1d4d5ec51&list=CUSTOMDIGEST&rank=453&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F121994121788
"Kudlacek v. DBC, INC.",21-Dec-01,25 Fed.Appx. 837,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I024c52ce79b811d98c82a53fc8ac8757/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a9d6359fd45c6ee%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI024c52ce79b811d98c82a53fc8ac8757%26startIndex%3D501%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=a8164462241e34f1d8140ef1d4d5ec51&list=CUSTOMDIGEST&rank=507&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F22001578901
"Budde v. Harley-Davidson, Inc.",24-May-01,250 F.3d 1369,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I77dbdc1c79b111d9bf29e2067ad74e5b/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a9d6359fd45c6ee%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI77dbdc1c79b111d9bf29e2067ad74e5b%26startIndex%3D201%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=a8164462241e34f1d8140ef1d4d5ec51&list=CUSTOMDIGEST&rank=214&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F52001439481
"Eli Lilly and Co. v. Barr Laboratories, Inc.",30-May-01,251 F.3d 955,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I775790ec79b111d9bf29e2067ad74e5b/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a9d6359fd45c6ee%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI775790ec79b111d9bf29e2067ad74e5b%26startIndex%3D601%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=a8164462241e34f1d8140ef1d4d5ec51&list=CUSTOMDIGEST&rank=693&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F122001454897
"Acromed Corp. v. Sofamor Danek Group, Inc.",08-Jun-01,253 F.3d 1371,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I9e13c43d79b411d9ac1ffa9f33b6c3b0/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a8d0872fd456043%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI9e13c43d79b411d9ac1ffa9f33b6c3b0%26startIndex%3D1101%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=26c210012e80dba21f0d0520542dedbf&list=CUSTOMDIGEST&rank=1109&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F202001500252
"Group One, Ltd. v. Hallmark Cards, Inc.",15-Jun-01,254 F.3d 1041,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I9e04d01779b411d9ac1ffa9f33b6c3b0/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a8d0872fd456043%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI9e04d01779b411d9ac1ffa9f33b6c3b0%26startIndex%3D2001%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=26c210012e80dba21f0d0520542dedbf&list=CUSTOMDIGEST&rank=2069&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F22001517727
Rapoport v. Dement,28-Jun-01,254 F.3d 1053,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I025d42ba79b811d98c82a53fc8ac8757/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a8d0872fd456043%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI025d42ba79b811d98c82a53fc8ac8757%26startIndex%3D401%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=26c210012e80dba21f0d0520542dedbf&list=CUSTOMDIGEST&rank=447&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F12001552405
S3 Inc. v. NVIDIA Corp.,03-Aug-01,259 F.3d 1364,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I9c5435b779bb11d9bf29e2067ad74e5b/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a9d6359fd45c6ee%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI9c5435b779bb11d9bf29e2067ad74e5b%26startIndex%3D401%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=a8164462241e34f1d8140ef1d4d5ec51&list=CUSTOMDIGEST&rank=443&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F82001670199
"Saeilo Inc. v. Colt's Mfg. Co., Inc.",16-Jan-02,26 Fed.Appx. 966,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/Ia9a1d0a279c611d99c4dbb2f0352441d/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a93fa6dfd45887c%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIa9a1d0a279c611d99c4dbb2f0352441d%26startIndex%3D2401%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=3c26f8b014734e3e4189b86c9aa0c090&list=CUSTOMDIGEST&rank=2481&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F92002074778
Viskase Corp. v. American Nat. Can Co.,31-Jul-01,261 F.3d 1316,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I9c99f14d79bb11d9bf29e2067ad74e5b/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a8d0872fd456043%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI9c99f14d79bb11d9bf29e2067ad74e5b%26startIndex%3D601%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=26c210012e80dba21f0d0520542dedbf&list=CUSTOMDIGEST&rank=623&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F162001665661
Okajima v. Bourdeau,16-Aug-01,261 F.3d 1350,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/If868dfc079be11d98c82a53fc8ac8757/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a93fa6dfd45887c%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIf868dfc079be11d98c82a53fc8ac8757%26startIndex%3D3301%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=3c26f8b014734e3e4189b86c9aa0c090&list=CUSTOMDIGEST&rank=3399&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F12001701473
"McGinley v. Franklin Sports, Inc.",21-Aug-01,262 F.3d 1339,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/If865ab6d79be11d98c82a53fc8ac8757/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a93fa6dfd45887c%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIf865ab6d79be11d98c82a53fc8ac8757%26startIndex%3D3301%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=3c26f8b014734e3e4189b86c9aa0c090&list=CUSTOMDIGEST&rank=3398&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F152001714633
Jazz Photo Corp. v. International Trade Com'n,21-Aug-01,264 F.3d 1094,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I133eaf9579bf11d9ac1ffa9f33b6c3b0/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a93fa6dfd45887c%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI133eaf9579bf11d9ac1ffa9f33b6c3b0%26startIndex%3D1801%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=3c26f8b014734e3e4189b86c9aa0c090&list=CUSTOMDIGEST&rank=1876&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F272001716493
"Sandt Technology, Ltd. v. Resco Metal and Plastics Corp.",06-Sep-01,264 F.3d 1344,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/If8557ecd79be11d98c82a53fc8ac8757/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a9d6359fd45c6ee%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIf8557ecd79be11d98c82a53fc8ac8757%26startIndex%3D701%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=a8164462241e34f1d8140ef1d4d5ec51&list=CUSTOMDIGEST&rank=763&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F132001763233
Brown v. 3M,18-Sep-01,265 F.3d 1349,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I1311851179bf11d9ac1ffa9f33b6c3b0/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a8d0872fd456043%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI1311851179bf11d9ac1ffa9f33b6c3b0%26startIndex%3D1101%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=26c210012e80dba21f0d0520542dedbf&list=CUSTOMDIGEST&rank=1199&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F22001784927
Exxon Research and Engineering Co. v. U.S.,19-Sep-01,265 F.3d 1371,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I130e50c079bf11d9ac1ffa9f33b6c3b0/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a9d6359fd45c6ee%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI130e50c079bf11d9ac1ffa9f33b6c3b0%26startIndex%3D501%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=a8164462241e34f1d8140ef1d4d5ec51&list=CUSTOMDIGEST&rank=508&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F22001795150
"Aristocrat Technologies Australia Pty Ltd. v. Multimedia Games, Inc.",22-Feb-08,266 Fed.Appx. 942,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I149b0811e3c111dc9876f446780b7bdc/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a9d6359fd45c6ee%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI149b0811e3c111dc9876f446780b7bdc%26startIndex%3D301%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=a8164462241e34f1d8140ef1d4d5ec51&list=CUSTOMDIGEST&rank=388&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F32015322981
"Dow Chemical Co. v. Astro-Valcour, Inc.",28-Sep-01,267 F.3d 1334,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/Ia96fc0f879c211d98c82a53fc8ac8757/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a8d0872fd456043%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIa96fc0f879c211d98c82a53fc8ac8757%26startIndex%3D1%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=26c210012e80dba21f0d0520542dedbf&list=CUSTOMDIGEST&rank=32&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F42001829490
"Brasseler, U.S.A. I, L.P. v. Stryker Sales Corp.",09-Oct-01,267 F.3d 1370,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/Ia965d5ed79c211d98c82a53fc8ac8757/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a8d0872fd456043%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIa965d5ed79c211d98c82a53fc8ac8757%26startIndex%3D1601%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=26c210012e80dba21f0d0520542dedbf&list=CUSTOMDIGEST&rank=1620&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F222001850523
"EMI Group North America, Inc. v. Cypress Semiconductor Corp.",21-Sep-01,268 F.3d 1342,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/If8432f4279be11d98c82a53fc8ac8757/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a935175fd458570%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIf8432f4279be11d98c82a53fc8ac8757%26startIndex%3D1%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=f54cfb0eaf40befc40706142baf39a97&list=CUSTOMDIGEST&rank=18&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F52001797574
"Scaltech, Inc. v. Retec/Tetra, LLC",23-Oct-01,269 F.3d 1321,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/Ia95708d279c211d98c82a53fc8ac8757/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a8d0872fd456043%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIa95708d279c211d98c82a53fc8ac8757%26startIndex%3D1901%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=26c210012e80dba21f0d0520542dedbf&list=CUSTOMDIGEST&rank=1990&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F132001897822
"Aptix Corp. v. Quickturn Design Systems, Inc.",05-Nov-01,269 F.3d 1369,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/Ia9d7adbc79c611d99c4dbb2f0352441d/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a9d6359fd45c6ee%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIa9d7adbc79c611d99c4dbb2f0352441d%26startIndex%3D1%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=a8164462241e34f1d8140ef1d4d5ec51&list=CUSTOMDIGEST&rank=8&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F102001936000
"Special Devices, Inc. v. OEA, Inc.",26-Oct-01,270 F.3d 1353,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/Icc94a41d79c211d9bf29e2067ad74e5b/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a8d0872fd456043%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIcc94a41d79c211d9bf29e2067ad74e5b%26startIndex%3D1901%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=26c210012e80dba21f0d0520542dedbf&list=CUSTOMDIGEST&rank=1988&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F12001913720
"Space Systems/Loral, Inc. v. Lockheed Martin Corp.",13-Nov-01,271 F.3d 1076,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/Ia9d2a4ae79c611d99c4dbb2f0352441d/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a8d0872fd456043%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIa9d2a4ae79c611d99c4dbb2f0352441d%26startIndex%3D1901%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=26c210012e80dba21f0d0520542dedbf&list=CUSTOMDIGEST&rank=1987&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F12001948938
"Rhone-Poulenc Agro, S.A. v. DeKalb Genetics Corp.",19-Nov-01,272 F.3d 1335,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I44bf8d3179c611d9ac1ffa9f33b6c3b0/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a93fa6dfd45887c%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI44bf8d3179c611d9ac1ffa9f33b6c3b0%26startIndex%3D3001%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=3c26f8b014734e3e4189b86c9aa0c090&list=CUSTOMDIGEST&rank=3089&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F332001989010
"Linear Technology Corp. v. Micrel, Inc.",28-Dec-01,275 F.3d 1040,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/Ia9bd47e279c611d99c4dbb2f0352441d/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a8d0872fd456043%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIa9bd47e279c611d99c4dbb2f0352441d%26startIndex%3D2101%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=26c210012e80dba21f0d0520542dedbf&list=CUSTOMDIGEST&rank=2154&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F12002035706
"LNP Engineering Plastics, Inc. v. Miller Waste Mills, Inc.",21-Dec-01,275 F.3d 1347,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I024eead779b811d98c82a53fc8ac8757/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a9d6359fd45c6ee%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI024eead779b811d98c82a53fc8ac8757%26startIndex%3D501%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=a8164462241e34f1d8140ef1d4d5ec51&list=CUSTOMDIGEST&rank=506&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F82001572828
"EZ Dock v. Schafer Systems, Inc.",15-Jan-02,276 F.3d 1347,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/Ia9a504f979c611d99c4dbb2f0352441d/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a8d0872fd456043%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIa9a504f979c611d99c4dbb2f0352441d%26startIndex%3D2101%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=26c210012e80dba21f0d0520542dedbf&list=CUSTOMDIGEST&rank=2111&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F82002067752
University of West Virginia Board of Trustees v. VanVoorhies,30-Jan-02,278 F.3d 1288,http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I78286c1479ca11d9ac1ffa9f33b6c3b0/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad74012000001633a89ff08fd4559d7%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI78286c1479ca11d9ac1ffa9f33b6c3b0%26startIndex%3D1%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=af19e994433e70ed7d5cc2a23e73764b&list=CUSTOMDIGEST&rank=51&sessionScopeId=d6ac5fd5e62b12377c022c77403d2edbbb52ee3b908ca7602d7f52226be2a679&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F152002096399
