1,"United States Court of Appeals, Federal Circuit.","April 20, 2018",http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/Ide1c6e0044b311e89d46ed79fb792237/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad7401600000163371dbffe1821f92e%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIde1c6e0044b311e89d46ed79fb792237%26startIndex%3D1%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=32531c4c9ca22930648ecff3a3e02c3f&list=CUSTOMDIGEST&rank=1&sessionScopeId=968eef21bde5c9fec856fdad901d6f8db69bb1b15a57fa92a30c19daadd24fbf&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F132044364596
2,"United States Court of Appeals, Federal Circuit.","April 13, 2018",http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I7b55ac403f3c11e8a70fc9d8a0b2aef5/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad7401600000163371dbffe1821f92e%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI7b55ac403f3c11e8a70fc9d8a0b2aef5%26startIndex%3D1%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=32531c4c9ca22930648ecff3a3e02c3f&list=CUSTOMDIGEST&rank=2&sessionScopeId=968eef21bde5c9fec856fdad901d6f8db69bb1b15a57fa92a30c19daadd24fbf&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F202044320422
3,"United States Court of Appeals, Federal Circuit.","February 8, 2018",http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/Ib73698c00d3011e8818da80a62699cb5/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad7401600000163371dbffe1821f92e%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIb73698c00d3011e8818da80a62699cb5%26startIndex%3D1%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=32531c4c9ca22930648ecff3a3e02c3f&list=CUSTOMDIGEST&rank=3&sessionScopeId=968eef21bde5c9fec856fdad901d6f8db69bb1b15a57fa92a30c19daadd24fbf&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F92043776259
4,"United States Court of Appeals, Federal Circuit.","November 1, 2017",http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I84a33280bf3111e7bf23e096364180a5/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad7401600000163371dbffe1821f92e%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI84a33280bf3111e7bf23e096364180a5%26startIndex%3D1%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=32531c4c9ca22930648ecff3a3e02c3f&list=CUSTOMDIGEST&rank=4&sessionScopeId=968eef21bde5c9fec856fdad901d6f8db69bb1b15a57fa92a30c19daadd24fbf&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F162043057579
5,"United States Court of Appeals, Federal Circuit.","August 28, 2017",http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I67c057f08c1511e79e029b6011d84ab0/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad7401600000163371dbffe1821f92e%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI67c057f08c1511e79e029b6011d84ab0%26startIndex%3D1%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=32531c4c9ca22930648ecff3a3e02c3f&list=CUSTOMDIGEST&rank=5&sessionScopeId=968eef21bde5c9fec856fdad901d6f8db69bb1b15a57fa92a30c19daadd24fbf&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F302042465259
6,"United States Court of Appeals, Federal Circuit.","June 16, 2017",http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/Ic994c70052ad11e7a3f3a229dca6c9c6/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad7401600000163371dbffe1821f92e%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIc994c70052ad11e7a3f3a229dca6c9c6%26startIndex%3D1%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=32531c4c9ca22930648ecff3a3e02c3f&list=CUSTOMDIGEST&rank=6&sessionScopeId=968eef21bde5c9fec856fdad901d6f8db69bb1b15a57fa92a30c19daadd24fbf&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F42041877586
7,"United States Court of Appeals, Federal Circuit.","June 16, 2017",http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/Ic994c70052ad11e7a3f3a229dca6c9c6/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad7401600000163371dbffe1821f92e%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DIc994c70052ad11e7a3f3a229dca6c9c6%26startIndex%3D1%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=32531c4c9ca22930648ecff3a3e02c3f&list=CUSTOMDIGEST&rank=7&sessionScopeId=968eef21bde5c9fec856fdad901d6f8db69bb1b15a57fa92a30c19daadd24fbf&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F52041877586
8,"United States Court of Appeals, Federal Circuit.","March 7, 2017",http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I22fb9f40040611e7b28da5a53aeba485/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad7401600000163371dbffe1821f92e%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI22fb9f40040611e7b28da5a53aeba485%26startIndex%3D1%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=32531c4c9ca22930648ecff3a3e02c3f&list=CUSTOMDIGEST&rank=8&sessionScopeId=968eef21bde5c9fec856fdad901d6f8db69bb1b15a57fa92a30c19daadd24fbf&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F122041182274
9,"United States Court of Appeals, Federal Circuit.","March 7, 2017",http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I22fb9f40040611e7b28da5a53aeba485/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad7401600000163371dbffe1821f92e%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI22fb9f40040611e7b28da5a53aeba485%26startIndex%3D1%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=32531c4c9ca22930648ecff3a3e02c3f&list=CUSTOMDIGEST&rank=9&sessionScopeId=968eef21bde5c9fec856fdad901d6f8db69bb1b15a57fa92a30c19daadd24fbf&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F102041182274
10,"United States Court of Appeals, Federal Circuit.","November 29, 2016",http://lps3.1.next.westlaw.com.libproxy.snu.ac.kr/Document/I9bb9f2e0b6a611e6ac07a76176915fee/View/FullText.html?navigationPath=Search%2Fv1%2Fresults%2Fnavigation%2Fi0ad7401600000163371dbffe1821f92e%3FNav%3DCUSTOMDIGEST%26fragmentIdentifier%3DI9bb9f2e0b6a611e6ac07a76176915fee%26startIndex%3D1%26contextData%3D%2528sc.CustomDigest%2529%26transitionType%3DCustomDigestItem&listSource=Search&listPageSource=32531c4c9ca22930648ecff3a3e02c3f&list=CUSTOMDIGEST&rank=10&sessionScopeId=968eef21bde5c9fec856fdad901d6f8db69bb1b15a57fa92a30c19daadd24fbf&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.CustomDigest%29#co_anchor_F172040400358
